assetId,domain,assetKind,logicalGroup,source,sourcePath,sourceType,originalFunction,originalRenderer,modernRenderer,productionStatus,shippingStatus,evidenceStatus,rightsStatus,replacementRequired,replacementComplete,humanApproved,runtimeQaPassed,dimensions,format,runtimeConsumer,visualQaStatus,generation,disposition,replacementAssetId,dependencies,blockers,notes
art:ui:cell-bundle-training-field-cm09-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm09_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm09_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM09_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 2 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm10-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm10_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm10_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM10_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 4 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm11-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm11_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm11_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM11_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 2 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm12-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm12_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm12_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM12_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 2 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm13-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm13_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm13_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM13_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 10 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm14-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm14_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm14_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM14_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 14 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm15-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm15_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm15_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM15_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 16 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm16-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm16_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm16_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM16_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 8 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm17-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm17_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm17_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM17_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 6 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm18-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm18_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm18_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM18_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 8 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm19-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm19_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm19_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM19_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 14 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm20-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm20_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm20_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM20_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 2 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm21-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm21_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm21_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM21_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 2 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm22-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm22_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm22_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM22_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 9 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm23-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm23_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm23_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM23_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 12 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm24-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm24_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm24_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM24_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 6 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm25-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm25_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm25_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM25_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 19 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm26-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm26_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm26_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM26_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 6 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm27-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm27_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm27_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM27_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 7 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm30-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm30_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm30_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM30_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 5 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm31-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm31_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm31_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM31_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 8 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm32-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm32_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm32_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM32_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 4 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm33-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm33_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm33_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM33_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 2 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm34-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm34_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm34_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM34_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 4 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm35-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm35_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm35_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM35_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 2 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm36-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm36_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm36_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM36_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 2 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm37-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm37_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm37_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM37_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 5 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm38-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm38_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm38_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM38_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 16 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm39-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm39_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm39_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM39_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 2 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-field-cm40-01-obj:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/field_cm40_01_obj.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__field_cm40_01_obj__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_FIELD_CM40_01_OBJ_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 2 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-obj-training-sub:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/obj_training_sub.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__obj_training_sub__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_OBJ_TRAINING_SUB_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 13 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-training-schedule-obj-main:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,training/schedule_obj_main.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\training__schedule_obj_main__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_TRAINING_SCHEDULE_OBJ_MAIN_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 32 cells; preserve function, rebuild visual language."
