path,relativePath,bytes,scope
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-028.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-028.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-027.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-027.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-026.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-026.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-025.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-025.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-024.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-024.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-023.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-023.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-022.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-022.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-021.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-021.png,1105,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-020.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-020.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-019.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-019.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-018.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-018.png,1105,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-017.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-017.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-016.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-016.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-015.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-015.png,1026,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-014.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-014.png,1026,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-013.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-013.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-012.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-012.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-011.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-011.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-010.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-010.png,1096,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-009.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-009.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-008.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-008.png,1096,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-007.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-007.png,1105,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-006.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-006.png,1026,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-005.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-005.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-004.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-004.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-003.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-003.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-002.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-002.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-001.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-001.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cells\cell-000.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cells/cell-000.png,1015,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\cell-contact-sheet.png,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/cell-contact-sheet.png,51976,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\animations.json,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/animations.json,16011,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m305_woodmon_main\animation-sequence-000.gif,08_FULL_FAMILY_CONVERSION/digimon/m305_woodmon_main/animation-sequence-000.gif,548,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\training\cageBG_C\tilemap.json,08_FULL_FAMILY_CONVERSION/training/cageBG_C/tilemap.json,145779,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\family.json,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/family.json,1502,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\training\cageBG_C\palette.png,08_FULL_FAMILY_CONVERSION/training/cageBG_C/palette.png,3282,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\training\cageBG_C\graphics-tile-sheet.png,08_FULL_FAMILY_CONVERSION/training/cageBG_C/graphics-tile-sheet.png,19676,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\training\cageBG_C\family.json,08_FULL_FAMILY_CONVERSION/training/cageBG_C/family.json,1264,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\db_digimon\m515_pinochimon_db_sub\cells\cell-003.png,08_FULL_FAMILY_CONVERSION/db_digimon/m515_pinochimon_db_sub/cells/cell-003.png,1306,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\training\cageBG_C\background-composite.png,08_FULL_FAMILY_CONVERSION/training/cageBG_C/background-composite.png,23520,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\db_digimon\m515_pinochimon_db_sub\cells\cell-002.png,08_FULL_FAMILY_CONVERSION/db_digimon/m515_pinochimon_db_sub/cells/cell-002.png,1306,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\db_digimon\m515_pinochimon_db_sub\cells\cell-001.png,08_FULL_FAMILY_CONVERSION/db_digimon/m515_pinochimon_db_sub/cells/cell-001.png,1151,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\db_digimon\m515_pinochimon_db_sub\cells\cell-000.png,08_FULL_FAMILY_CONVERSION/db_digimon/m515_pinochimon_db_sub/cells/cell-000.png,1151,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\db_digimon\m515_pinochimon_db_sub\cell-contact-sheet.png,08_FULL_FAMILY_CONVERSION/db_digimon/m515_pinochimon_db_sub/cell-contact-sheet.png,5979,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\db_digimon\m515_pinochimon_db_sub\animations.json,08_FULL_FAMILY_CONVERSION/db_digimon/m515_pinochimon_db_sub/animations.json,1540,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\db_digimon\m515_pinochimon_db_sub\animation-sequence-000.gif,08_FULL_FAMILY_CONVERSION/db_digimon/m515_pinochimon_db_sub/animation-sequence-000.gif,596,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells.json,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells.json,15989,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\db_digimon\m208_gabumon_db_main\palette.png,08_FULL_FAMILY_CONVERSION/db_digimon/m208_gabumon_db_main/palette.png,1489,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\03_MAPS\hunt-30-variants\fields\field_hm16_02\object-cells\cell-002.png,03_MAPS/hunt-30-variants/fields/field_hm16_02/object-cells/cell-002.png,1604,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\db_digimon\m208_gabumon_db_main\graphics-tile-sheet.png,08_FULL_FAMILY_CONVERSION/db_digimon/m208_gabumon_db_main/graphics-tile-sheet.png,2296,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\03_MAPS\hunt-30-variants\fields\field_hm16_02\object-cells\cell-001.png,03_MAPS/hunt-30-variants/fields/field_hm16_02/object-cells/cell-001.png,2249,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\03_MAPS\hunt-30-variants\fields\field_hm16_02\object-cells\cell-000.png,03_MAPS/hunt-30-variants/fields/field_hm16_02/object-cells/cell-000.png,3188,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\03_MAPS\hunt-30-variants\fields\field_hm16_02\object-cell-bank.json,03_MAPS/hunt-30-variants/fields/field_hm16_02/object-cell-bank.json,8185,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\03_MAPS\hunt-30-variants\fields\field_hm16_02\native-composite-frame-00.png,03_MAPS/hunt-30-variants/fields/field_hm16_02/native-composite-frame-00.png,407634,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\03_MAPS\hunt-30-variants\fields\field_hm16_02\faithful-hd2x-frame-00.png,03_MAPS/hunt-30-variants/fields/field_hm16_02/faithful-hd2x-frame-00.png,494719,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\03_MAPS\hunt-30-variants\fields\field_hm16_02\encounter-raw-classes.json,03_MAPS/hunt-30-variants/fields/field_hm16_02/encounter-raw-classes.json,119250,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\03_MAPS\hunt-30-variants\fields\field_hm16_02\core-tilemap.json,03_MAPS/hunt-30-variants/fields/field_hm16_02/core-tilemap.json,1849736,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\03_MAPS\hunt-30-variants\fields\field_hm16_02\core-native.png,03_MAPS/hunt-30-variants/fields/field_hm16_02/core-native.png,375281,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\03_MAPS\hunt-30-variants\fields\field_hm16_02\attribute-raw-classes.json,03_MAPS/hunt-30-variants/fields/field_hm16_02/attribute-raw-classes.json,114843,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m304_wizarmon_sub\palette.png,08_FULL_FAMILY_CONVERSION/digimon/m304_wizarmon_sub/palette.png,1509,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m304_wizarmon_sub\graphics-tile-sheet.png,08_FULL_FAMILY_CONVERSION/digimon/m304_wizarmon_sub/graphics-tile-sheet.png,5870,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m304_wizarmon_sub\family.json,08_FULL_FAMILY_CONVERSION/digimon/m304_wizarmon_sub/family.json,1476,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m304_wizarmon_sub\cells.json,08_FULL_FAMILY_CONVERSION/digimon/m304_wizarmon_sub/cells.json,15953,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\db_digimon\m208_gabumon_db_main\family.json,08_FULL_FAMILY_CONVERSION/db_digimon/m208_gabumon_db_main/family.json,1488,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\training\cageBG_B\tilemap.json,08_FULL_FAMILY_CONVERSION/training/cageBG_B/tilemap.json,144558,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\db_digimon\m208_gabumon_db_main\cells.json,08_FULL_FAMILY_CONVERSION/db_digimon/m208_gabumon_db_main/cells.json,7661,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\training\cageBG_B\palette.png,08_FULL_FAMILY_CONVERSION/training/cageBG_B/palette.png,3282,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\training\cageBG_B\graphics-tile-sheet.png,08_FULL_FAMILY_CONVERSION/training/cageBG_B/graphics-tile-sheet.png,8256,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\training\cageBG_B\family.json,08_FULL_FAMILY_CONVERSION/training/cageBG_B/family.json,1264,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\training\cageBG_B\background-composite.png,08_FULL_FAMILY_CONVERSION/training/cageBG_B/background-composite.png,334,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-017.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-017.png,1481,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-016.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-016.png,1481,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-015.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-015.png,1052,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-014.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-014.png,1171,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-013.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-013.png,1052,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-012.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-012.png,1439,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-011.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-011.png,1052,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-010.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-010.png,1052,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-009.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-009.png,1052,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-008.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-008.png,1052,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-007.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-007.png,1481,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-006.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-006.png,1481,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-005.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-005.png,1481,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-004.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-004.png,1481,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-003.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-003.png,1052,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\08_FULL_FAMILY_CONVERSION\digimon\m438_megaseadramon_sub\cells\cell-002.png,08_FULL_FAMILY_CONVERSION/digimon/m438_megaseadramon_sub/cells/cell-002.png,1052,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
